gene	log2FC	pvalue	padj
ENSG00000025708	0.48514323418066096	0.015604421683128629	
ENSG00000025770	0.6930338645082674	3.9730189375806196e-07	
ENSG00000025772	0.33467555478678923	0.0015762990948433092	
ENSG00000025796	-0.39901265686729825	0.0012193716827549347	
ENSG00000025800	0.22904300479995365	0.007497551021963332	
ENSG00000026025	0.5106971209378521	0.007247203682914423	
ENSG00000026036	0.5700553538871731	0.00046361570073039283	
ENSG00000026103	0.1463664819066426	0.3101650120143326	
ENSG00000026297	0.2685876314896305	0.027124992990990512	
ENSG00000026508	0.24634618073157366	0.36256012068173293	
ENSG00000026559	-0.30198941354064535	0.30672386302494986	
ENSG00000026652	0.44184351432509406	0.0002859638800908495	
ENSG00000026751	0.7918910978356113	0.027475054357862082	
ENSG00000026950	0.7903241768555049	0.000426454764970992	
ENSG00000027001	-0.14391621898991414	0.46944039268976256	
ENSG00000027075	-0.227386604185706	0.24505234569081366	
ENSG00000027644	-0.636047194267038	0.0863114321868598	
ENSG00000027697	-0.23213748189645766	0.0198429167048971	
ENSG00000027847	0.537119978858267	0.0008329050165749791	
ENSG00000027869	-0.1616762939243066	0.597755736086615	
ENSG00000028116	-0.3919471999257462	0.00024717753160616475	
ENSG00000028137	0.3685750346265624	0.001994419110530866	
ENSG00000028203	0.14389730175882054	0.05653085832885926	
ENSG00000028277	-0.10755710925258788	0.7766260243659067	
ENSG00000028310	0.08254138595677762	0.07805928196328711	
ENSG00000028528	0.25815119048082025	0.0002172688247759964	
ENSG00000028839	0.46264778078156166	0.036346088114162095	
ENSG00000029153	0.16813820494223888	0.49411702154693626	
ENSG00000029363	-0.4226925812766691	0.0011546012221707303	
ENSG00000029364	0.3831306994136279	9.394944295694352e-05	
ENSG00000029534	-0.538769478817513	0.010875642058915547	
