GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
107984850	1	0.56302536	0.616	-0.5783537	-0.35618752	12.78	LOC107984850	uncharacterized LOC107984850
284593	1	0.96658672	0.496	0.0418896	0.02078433	17	FAM41C	family with sequence similarity 41 member C
107985728	1	0.47801299	0.5	0.709502	0.35503838	15.86	LOC107985728	collagen alpha-1(III) chain-like
148398	1	0.77562777	0.333	-0.2850214	-0.09481588	86.76	SAMD11	sterile alpha motif domain containing 11
26155	1	0.55240712	0.29	0.594157	0.17245049	662.21	NOC2L	NOC2 like nucleolar associated transcriptional repressor
57801	1	0.08677387	0.456	1.7126668	0.78034845	113.67	HES4	hes family bHLH transcription factor 4
375790	1	0.27607159	0.56	1.0891866	0.60984442	1491.46	AGRN	agrin
100288175	1	0.68231835	0.397	-0.4093016	-0.16249131	15.31	LOC100288175	uncharacterized LOC100288175
105378948	1	0.20747931	0.437	1.260527	0.55138049	19.48	LOC105378948	uncharacterized LOC105378948
54991	1	0.41618212	0.422	0.8130627	0.34331485	137.52	C1orf159	chromosome 1 open reading frame 159
7293	1	0.5350468	0.423	0.6203205	0.26240359	12.48	TNFRSF4	TNF receptor superfamily member 4
51150	1	0.07333351	0.45	1.7907494	0.8057829	969.39	SDF4	stromal cell derived factor 4
126792	1	0.3673195	0.311	0.9015057	0.28056101	221.81	B3GALT6	beta-1,3-galactosyltransferase 6
388581	1	0.08501049	0.704	1.7223259	1.21272194	14.19	C1QTNF12	C1q and TNF related 12
118424	1	0.50971951	0.252	0.6592745	0.16585261	364.36	UBE2J2	ubiquitin conjugating enzyme E2 J2
101928895	1	0.62153172	0.571	0.4936807	0.28174849	113.85	LINC01786	long intergenic non-protein coding RNA 1786
6339	1	0.488061	0.56	0.6933961	0.38840369	251.18	SCNN1D	sodium channel epithelial 1 subunit delta
116983	1	0.21457154	0.55	1.2410926	0.68290071	3004.44	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
109623456	1	0.74209368	0.484	0.329082	0.1594056	26.85	SNORD167	small nucleolar RNA, C/D box 167
126789	1	0.76504976	0.29	0.2988562	0.08665646	107.81	PUSL1	pseudouridine synthase like 1
54973	1	0.24362933	0.462	1.1659632	0.53826513	959.05	INTS11	integrator complex subunit 11
80772	1	0.75823836	0.299	0.307795	0.0920072	208.24	CPTP	ceramide-1-phosphate transfer protein
83756	1	0.76007697	0.376	-0.3053797	-0.11485321	54.18	TAS1R3	taste 1 receptor member 3
1855	1	0.94567272	0.307	0.0681418	0.02089616	1282.32	DVL1	dishevelled segment polarity protein 1
54587	1	0.07006965	0.451	1.8114602	0.81633053	309.71	MXRA8	matrix remodeling associated 8
54998	1	0.56836815	0.166	-0.5704565	-0.09487868	400.08	AURKAIP1	aurora kinase A interacting protein 1
81669	1	0.24239764	0.407	1.1690149	0.47524535	2003.89	CCNL2	cyclin L2
148413	1	0.63342468	0.183	0.4769122	0.08721216	188.51	MRPL20-AS1	MRPL20 antisense RNA 1
55052	1	0.93033419	0.204	0.0874244	0.01781621	332.05	MRPL20	mitochondrial ribosomal protein L20
107984868	1	0.25455399	0.442	-1.1393577	-0.50332817	38.91	LOC107984868	
441869	1	0.44686249	0.381	0.7606561	0.28967523	182.72	ANKRD65	ankyrin repeat domain 65
105378585	1	0.30612447	0.701	1.0233879	0.71747388	20.26	ANKRD65-AS1	ANKRD65 antisense RNA 1
643965	1	0.40030927	0.731	0.841069	0.61503146	115.84	TMEM88B	transmembrane protein 88B
102724312	1	0.96430439	0.545	0.0447527	0.02438119	92.69	LINC01770	long intergenic non-protein coding RNA 1770
107985729	1	0.34117386	0.676	0.9518484	0.64334679	11.68	LOC107985729	uncharacterized LOC107985729
64856	1	0.52001391	0.398	-0.643324	-0.25589537	739.23	VWA1	von Willebrand factor A domain containing 1
219293	1	0.84176996	0.474	-0.19963	-0.09472248	54.63	ATAD3C	ATPase family AAA domain containing 3C
83858	1	0.13484847	0.497	1.4952528	0.74286864	465.92	ATAD3B	ATPase family AAA domain containing 3B
55210	1	0.4118631	0.411	0.8206194	0.33692395	274.71	ATAD3A	ATPase family AAA domain containing 3A
339453	1	0.80505998	0.263	0.2468039	0.06492747	102.91	TMEM240	transmembrane protein 240
29101	1	0.82280417	0.185	-0.2239398	-0.0413529	669.39	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
643988	1	0.24622312	0.332	1.159572	0.38508259	140.29	FNDC10	fibronectin type III domain containing 10
105378586	1	0.11994309	0.489	1.5550125	0.76043602	36.41	LOC105378586	uncharacterized LOC105378586
142678	1	0.42188597	0.406	0.8031536	0.32598428	1283.55	MIB2	MIB E3 ubiquitin protein ligase 2
8510	1	0.6194719	0.467	0.4965989	0.23169974	30.76	MMP23B	matrix metallopeptidase 23B
984	1	0.12898657	0.491	1.5181104	0.74523941	529.48	CDK11B	cyclin dependent kinase 11B
728661	1	0.83198841	0.223	-0.2121521	-0.04735056	1756.59	SLC35E2B	solute carrier family 35 member E2B
728642	1	0.02706619	0.571	2.2105619	1.26223894	398.21	CDK11A	cyclin dependent kinase 11A
9906	1	0.17339501	0.215	1.3613756	0.2921578	1296.91	SLC35E2A	solute carrier family 35 member E2A
112268218	1	0.55597927	0.272	0.5888241	0.16038486	54.36	LOC112268218	uncharacterized LOC112268218
65220	1	0.71118359	0.27	0.370267	0.09996122	479.53	NADK	NAD kinase
2782	1	0.69318542	0.293	-0.3945359	-0.11550243	5437.33	GNB1	G protein subunit beta 1
105378949	1	0.33211624	0.625	0.9698601	0.60569411	35.44	GNB1-DT	GNB1 divergent transcript
163688	1	0.74795522	0.553	0.3213367	0.1777205	10.23	CALML6	calmodulin like 6
85452	1	0.09209032	0.585	1.6844729	0.9849047	182.17	CFAP74	cilia and flagella associated protein 74
107984872	1	0.30466976	0.525	1.0264707	0.53844733	32.65	LOC107984872	uncharacterized LOC107984872
105378589	1	0.64158818	0.49	-0.4654794	-0.22828322	34.78	LOC105378589	uncharacterized LOC105378589
2563	1	0.40092063	0.225	0.8399782	0.18905583	754.18	GABRD	gamma-aminobutyric acid type A receptor subunit delta
5590	1	0.2404325	0.275	1.1739064	0.3222808	1292.18	PRKCZ	protein kinase C zeta
100506504	1	0.12783188	0.487	1.5227076	0.74089112	44.36	PRKCZ-AS1	PRKCZ antisense RNA 1
199990	1	0.62387987	0.218	0.490359	0.10705958	329.95	FAAP20	FA core complex associated protein 20
112268219	1	0.42290624	0.461	0.8013894	0.36973214	49	LOC112268219	uncharacterized LOC112268219
6497	1	0.56447785	0.358	0.5762032	0.206133	1795.25	SKI	SKI proto-oncogene
79906	1	0.24320051	0.468	1.1670244	0.54651112	228.12	MORN1	MORN repeat containing 1
100129534	1	0.46689134	0.426	0.7275463	0.30981519	58.18	LOC100129534	small nuclear ribonucleoprotein polypeptide N pseudogene
11079	1	0.43420843	0.209	-0.7820105	-0.16343486	798.33	RER1	retention in endoplasmic reticulum sorting receptor 1
5192	1	0.22682737	0.161	-1.2085719	-0.1940563	278.69	PEX10	peroxisomal biogenesis factor 10
9651	1	0.12318349	0.558	1.5415479	0.86012593	961.66	PLCH2	phospholipase C eta 2
55229	1	0.45151704	0.399	0.7528883	0.30058407	501.85	PANK4	pantothenate kinase 4 (inactive)
388585	1	0.24535417	0.663	1.1617078	0.77063355	69.2	HES5	hes family bHLH transcription factor 5
115110	1	0.10566929	0.553	1.6179689	0.89420952	55.09	TNFRSF14-AS1	TNFRSF14 antisense RNA 1
8764	1	0.03472708	0.48	2.1115265	1.01255225	208.43	TNFRSF14	TNF receptor superfamily member 14
127281	1	0.92688178	0.24	-0.0917687	-0.02202165	444.57	PRXL2B	peroxiredoxin like 2B
79258	1	0.4115973	0.276	-0.821086	-0.22690874	62.25	MMEL1	membrane metalloendopeptidase like 1
100287898	1	0.43082336	0.459	0.7877835	0.36178332	70.86	TTC34	tetratricopeptide repeat domain 34
112268220	1	0.51994489	0.935	0.6434304	0.60180958	10.39	LOC112268220	uncharacterized LOC112268220
105378600	1	0.2824311	1.037	1.0748741	1.11434674	14.29	LOC105378600	uncharacterized LOC105378600
105378598	1	0.29422019	0.905	1.0489086	0.94933731	41.73	LOC105378598	uncharacterized LOC105378598
440556	1	0.27701169	0.492	1.0870568	0.53529965	312.32	PRDM16-DT	PRDM16 divergent transcript
63976	1	0.34834463	0.469	0.937805	0.43979218	317.01	PRDM16	PR/SET domain 16
105378606	1	0.68137052	0.525	0.4105937	0.2157256	18.36	LOC105378606	uncharacterized LOC105378606
105378605	1	0.47562487	0.538	-0.713357	-0.38345954	12.27	LOC105378605	uncharacterized LOC105378605
105378604	1	0.63369685	0.489	0.47653	0.23322283	83.57	LOC105378604	uncharacterized LOC105378604
27237	1	0.25315194	0.678	1.142727	0.77464589	47.04	ARHGEF16	Rho guanine nucleotide exchange factor 16
1953	1	0.29239417	0.498	1.052884	0.52430412	174.88	MEGF6	multiple EGF like domains 6
127262	1	0.82302312	0.335	-0.2236584	-0.07494164	1376.23	TPRG1L	tumor protein p63 regulated 1 like
49856	1	0.94219453	0.297	0.0725119	0.02151156	168.34	WRAP73	WD repeat containing, antisense to TP73
7161	1	0.75301366	0.446	-0.3146681	-0.14033792	38.45	TP73	tumor protein p73
57212	1	0.44576536	0.435	0.7624938	0.33140852	422.43	TP73-AS1	TP73 antisense RNA 1
388588	1	0.44535342	0.526	-0.7631844	-0.40133225	10.43	SMIM1	small integral membrane protein 1 (Vel blood group)
57470	1	0.69449808	0.188	0.3927582	0.0736785	809.26	LRRC47	leucine rich repeat containing 47
9731	1	0.65710163	0.321	0.4439183	0.14254304	860.09	CEP104	centrosomal protein 104
1677	1	0.65302009	0.276	0.4495706	0.12393707	230.29	DFFB	DNA fragmentation factor subunit beta
107984910	1	0.89216007	0.578	-0.1355715	-0.0783322	8.56	LOC107984910	
339448	1	0.18237581	0.303	1.3334755	0.40386044	227.45	C1orf174	chromosome 1 open reading frame 174
55966	1	0.67130977	0.247	-0.4243511	-0.10468051	2366.36	AJAP1	adherens junctions associated protein 1
261734	1	0.2329229	0.438	1.1928633	0.52234302	611.15	NPHP4	nephrocystin 4
8514	1	0.86866543	0.146	-0.1653539	-0.02407488	3579.48	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
26038	1	0.10985001	0.419	1.5988677	0.66940289	6425.98	CHD5	chromodomain helicase DNA binding protein 5
105376687	1	0.01018501	0.824	2.569484	2.11745987	135.92	LOC105376687	
6146	1	0.6142154	0.304	-0.5040654	-0.15310604	1431.83	RPL22	ribosomal protein L22
107985733	1	0.24970842	0.482	1.1510579	0.55480189	48.84	LOC107985733	
102724450	1	0.86299023	0.482	0.172569	0.08320909	12.91	RNF207-AS1	RNF207 antisense RNA 1
388591	1	0.22942098	0.485	1.2018517	0.58327148	357.21	RNF207	ring finger protein 207
23463	1	0.35145582	0.296	-0.9317692	-0.27615454	699.36	ICMT	isoprenylcysteine carboxyl methyltransferase
387509	1	0.93010482	0.355	0.087713	0.03117393	150.17	GPR153	G protein-coupled receptor 153
11332	1	0.3199146	0.17	0.9946334	0.16885547	937.38	ACOT7	acyl-CoA thioesterase 7
83715	1	0.83917609	0.365	-0.2029475	-0.07413216	28.65	ESPN	espin
8718	1	0.2955942	0.451	1.0459282	0.47137045	381.26	TNFRSF25	TNF receptor superfamily member 25
57449	1	0.26044488	0.461	1.1253402	0.51855534	1594.34	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
79707	1	0.88746625	0.163	0.141511	0.02303589	804.02	NOL9	nucleolar protein 9
3104	1	0.2429462	0.376	1.1676544	0.43871668	232.71	ZBTB48	zinc finger and BTB domain containing 48
9903	1	0.71370082	0.161	-0.3668903	-0.05890352	1103.9	KLHL21	kelch like family member 21
107984913	1	0.62439684	0.289	-0.4896285	-0.14154778	64.1	LOC107984913	uncharacterized LOC107984913
148479	1	0.93762997	0.163	0.078249	0.01271944	248.28	PHF13	PHD finger protein 13
90326	1	0.58305569	0.215	0.5489268	0.11816777	305.37	THAP3	THAP domain containing 3
55735	1	0.30358615	0.263	1.0287734	0.27096956	730.64	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
23261	1	0.96202135	0.152	0.0476172	0.0072287	4501.1	CAMTA1	calmodulin binding transcription activator 1
105376692	1	0.53628058	0.44	-0.6184472	-0.27225131	17.84	LOC105376692	
102725193	1	0.0900538	0.415	1.695114	0.70358792	17.95	CAMTA1-AS2	CAMTA1 antisense RNA 2
101928836	1	0.77769535	0.508	-0.2823237	-0.1433291	13.75	CAMTA1-AS1	CAMTA1 antisense RNA 1
105376689	1	0.73373025	0.349	-0.3401677	-0.11866439	143.81	LOC105376689	translation initiation factor IF-2
9341	1	0.33500514	0.308	-0.9640813	-0.29740418	949.91	VAMP3	vesicle associated membrane protein 3
8863	1	0.22671353	0.426	1.2088681	0.5149681	1651.21	PER3	period circadian regulator 3
11315	1	0.57371329	0.335	-0.5625912	-0.18822538	1171.53	PARK7	Parkinsonism associated deglycase
54206	1	0.65477431	0.26	-0.4471395	-0.11632128	530.62	ERRFI1	ERBB receptor feedback inhibitor 1
50651	1	0.80792922	0.2	-0.2430983	-0.04873569	179.36	SLC45A1	solute carrier family 45 member 1
473	1	0.56951198	0.181	0.5687704	0.10315521	4112.05	RERE	arginine-glutamic acid dipeptide repeats
102724552	1	0.29686942	0.336	-1.0431703	-0.3504794	44.81	RERE-AS1	RERE antisense RNA 1
2023	1	0.88559198	0.38	-0.1438841	-0.05470442	6523.45	ENO1	enolase 1
6518	1	0.57432374	0.498	0.5616951	0.27952785	307.25	SLC2A5	solute carrier family 2 member 5
80045	1	0.68607347	0.413	-0.4041894	-0.16694879	20.3	GPR157	G protein-coupled receptor 157
106614088	1	0.89822426	0.266	-0.1279049	-0.03397566	72.23	MIR34AHG	MIR34A host gene
102724571	1	0.80532014	0.484	0.2464678	0.11923009	17.52	LNCTAM34A	long non coding transcriptional activator of miR34a
9563	1	0.78013916	0.259	0.2791377	0.07238791	807.1	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
80176	1	0.74445771	0.276	-0.3259559	-0.08995402	134.32	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
100506022	1	0.54837634	0.443	-0.6001949	-0.26614353	29.14	LINC02606	long intergenic non-protein coding RNA 2606
84275	1	0.74577949	0.271	-0.3242094	-0.08793216	294.35	SLC25A33	solute carrier family 25 member 33
199953	1	0.49020457	0.359	0.6899835	0.24761575	310.5	TMEM201	transmembrane protein 201
5293	1	0.50739715	0.224	0.662896	0.14818541	585.67	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
22883	1	0.76959223	0.254	-0.2929083	-0.07443279	9897.02	CLSTN1	calsyntenin 1
56998	1	0.8243307	0.222	-0.2219784	-0.04938028	507.29	CTNNBIP1	catenin beta interacting protein 1
84328	1	0.00843254	0.155	-2.634242	-0.40729142	734.82	LZIC	leucine zipper and CTNNBIP1 domain containing
64802	1	0.19535897	0.184	-1.2948877	-0.23776762	180.36	NMNAT1	nicotinamide nucleotide adenylyltransferase 1
113391335	1	0.94986101	0.543	-0.0628813	-0.03413622	10.64	TMEM274P	transmembrane protein 274, pseudogene
116362	1	0.57006265	0.463	0.5679592	0.26324585	43.19	RBP7	retinol binding protein 7
10277	1	0.46920973	0.226	0.7237655	0.16341045	2157.91	UBE4B	ubiquitination factor E4B
23095	1	0.57238323	0.159	-0.5645451	-0.09001772	17608.23	KIF1B	kinesin family member 1B
105376725	1	0.60729092	0.304	0.5139443	0.15626821	107.28	LOC105376725	
5226	1	0.57680112	0.218	-0.5580634	-0.12143101	661.48	PGD	phosphogluconate dehydrogenase
100526739	1	0.60738407	0.234	-0.5138111	-0.12045909	61.99	CENPS-CORT	CENPS-CORT readthrough
378708	1	0.694482	0.255	-0.39278	-0.10005895	49.73	CENPS	centromere protein S
1325	1	0.47972339	0.269	-0.7067475	-0.18985483	36.78	CORT	cortistatin
1676	1	0.06850868	0.155	-1.8216462	-0.28258978	718.74	DFFA	DNA fragmentation factor subunit alpha
5195	1	0.94780064	0.178	-0.0654689	-0.01163624	304.79	PEX14	peroxisomal biogenesis factor 14
54897	1	0.34932012	0.356	0.9359088	0.33287708	48.24	CASZ1	castor zinc finger 1
23435	1	0.52938073	0.153	0.6289516	0.09594571	1646.39	TARDBP	TAR DNA binding protein
10747	1	0.76800413	0.435	-0.2949866	-0.12834312	175.51	MASP2	MBL associated serine protease 2
6723	1	0.90239576	0.167	-0.1226355	-0.02042343	184.29	SRM	spermidine synthase
5394	1	0.08433222	0.515	1.7260845	0.88831122	1564.19	EXOSC10	exosome component 10
105376736	1	0.06852317	0.413	1.8215508	0.75223645	36.24	EXOSC10-AS1	EXOSC10 antisense RNA 1
2475	1	0.55550503	0.206	0.5895311	0.12152535	2561.68	MTOR	mechanistic target of rapamycin kinase
100873935	1	0.81064541	0.29	-0.2395935	-0.06937669	47.7	MTOR-AS1	MTOR antisense RNA 1
10218	1	0.50048712	0.282	-0.6737235	-0.1896657	60.2	ANGPTL7	angiopoietin like 7
29914	1	0.88740172	0.202	0.1415927	0.02865407	285.12	UBIAD1	UbiA prenyltransferase domain containing 1
57540	1	0.06681829	0.241	1.8328943	0.44141573	278.79	DISP3	dispatched RND transporter family member 3
112268221	1	0.10958074	0.262	1.6000804	0.41879397	45.1	LOC112268221	
26232	1	0.88776714	0.282	0.1411301	0.03976144	788.27	FBXO2	F-box protein 2
93611	1	0.21986002	0.299	1.2269004	0.36674738	1419.36	FBXO44	F-box protein 44
26270	1	0.12179625	0.417	1.5472779	0.64545962	117.89	FBXO6	F-box protein 6
10459	1	0.14055426	0.232	-1.4737302	-0.34124921	142.17	MAD2L2	mitotic arrest deficient 2 like 2
374946	1	0.29684541	0.51	1.0432222	0.53233611	56.88	DRAXIN	dorsal inhibitory axon guidance protein
57085	1	0.74377633	0.382	0.3268566	0.12484901	93.11	AGTRAP	angiotensin II receptor associated protein
284498	1	0.66287995	0.256	-0.4359404	-0.11142663	127.64	C1orf167	chromosome 1 open reading frame 167
4524	1	0.37274983	0.292	0.8913343	0.2605663	705.29	MTHFR	methylenetetrahydrofolate reductase
1185	1	0.29364243	0.128	-1.0501646	-0.13436921	1434.4	CLCN6	chloride voltage-gated channel 6
100379251	1	0.86246861	0.19	0.1732326	0.0328922	150.95	NPPA-AS1	NPPA antisense RNA 1
4878	1	0.37352067	0.493	0.889898	0.43909208	12.59	NPPA	natriuretic peptide A
90231	1	0.79464874	0.215	0.2602788	0.05606771	415.92	KIAA2013	KIAA2013
5351	1	0.3756683	0.251	0.8859058	0.222098	528.95	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
9927	1	0.35942152	0.185	-0.9164679	-0.16925167	2485.04	MFN2	mitofusin 2
60672	1	0.84633667	0.329	0.1937947	0.06378012	175.78	MIIP	migration and invasion inhibitory protein
7133	1	0.46717769	0.511	0.7270788	0.37127618	233.55	TNFRSF1B	TNF receptor superfamily member 1B
55187	1	0.41881602	0.189	0.808477	0.15279413	7533.63	VPS13D	vacuolar protein sorting 13 homolog D
677885	1	0.7296787	0.477	-0.345553	-0.16476	24.45	SNORA59A	small nucleolar RNA, H/ACA box 59A
9249	1	0.72669231	0.335	0.3495289	0.11712139	317.67	DHRS3	dehydrogenase/reductase 3
126755	1	0.14597952	0.459	1.4538802	0.66775207	15.19	LRRC38	leucine rich repeat containing 38
10630	1	0.5678775	0.395	-0.5711802	-0.22547609	107.33	PDPN	podoplanin
7799	1	0.11259763	0.263	1.5866249	0.41779249	3498.25	PRDM2	PR/SET domain 2
23254	1	0.36542008	0.318	0.9050855	0.28767442	1272.35	KAZN	kazrin, periplakin interacting protein
107985467	1	0.90665052	0.321	-0.1172644	-0.03767803	227.72	LOC107985467	uncharacterized LOC107985467
107985468	1	0.70001181	0.288	0.3853045	0.11113089	46.65	LOC107985468	
105376762	1	0.70772813	0.294	0.374909	0.11016085	87.85	KAZN-AS1	KAZN antisense RNA 1
105376759	1	0.37038751	0.227	0.8957477	0.20289226	280.65	LOC105376759	uncharacterized LOC105376759
107985469	1	0.2200007	0.3	1.2265262	0.36837708	68.1	LOC107985469	uncharacterized LOC107985469
200197	1	0.87972026	0.235	-0.1513238	-0.03563458	189.15	TMEM51-AS1	TMEM51 antisense RNA 1
55092	1	0.52563192	0.379	0.634688	0.24048375	56.26	TMEM51	transmembrane protein 51
727684	1	0.93552324	0.493	0.0808978	0.03987613	11.64	TMEM51-AS2	TMEM51 antisense RNA 2
114827	1	0.02842808	0.341	2.1913278	0.74759585	76.92	FHAD1	forkhead associated phosphopeptide binding domain 1
101927441	1	0.26267634	0.389	1.1200878	0.43556773	36.14	EFHD2-AS1	EFHD2 antisense RNA 1
79180	1	0.6127414	0.188	0.5061642	0.09514576	1043.51	EFHD2	EF-hand domain family member D2
51032	1	0.49073973	0.366	-0.6891328	-0.25219485	32.82	CELA2B	chymotrypsin like elastase 2B
842	1	0.37932753	0.306	0.879136	0.26912273	251.97	CASP9	caspase 9
23341	1	0.79062019	0.231	-0.2655054	-0.06126994	967.49	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
79814	1	0.72348946	0.301	-0.3537991	-0.10666606	53.12	AGMAT	agmatinase
84301	1	0.55303901	0.142	0.5932124	0.08431164	1049.25	DDI2	DNA damage inducible 1 homolog 2
6248	1	0.34843439	0.249	0.9376304	0.23389095	217.97	RSC1A1	regulator of solute carriers 1
23207	1	0.6523119	0.285	0.4505528	0.1286284	2769.66	PLEKHM2	pleckstrin homology and RUN domain containing M2
284723	1	0.26602239	0.382	1.1122693	0.4254324	89.13	SLC25A34	solute carrier family 25 member 34
54751	1	0.44849292	0.395	0.75793	0.29956924	30.3	FBLIM1	filamin binding LIM protein 1
440567	1	0.70735729	0.413	0.3754077	0.15510819	109.28	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
729614	1	0.91401483	0.329	-0.1079759	-0.03557703	128.6	SPEN-AS1	SPEN antisense RNA 1
23013	1	0.22181306	0.389	1.2217212	0.47498169	4553.3	SPEN	spen family transcriptional repressor
7709	1	0.39353381	0.369	0.8532263	0.31510745	545.43	ZBTB17	zinc finger and BTB domain containing 17
149563	1	0.72480008	0.273	0.3520509	0.09622509	79.78	SRARP	steroid receptor associated and regulated protein
27129	1	0.05622038	0.399	-1.9093234	-0.76181474	17.15	HSPB7	heat shock protein family B (small) member 7
348487	1	0.90226329	0.325	-0.1228028	-0.03988757	53.99	FAM131C	family with sequence similarity 131 member C
101927546	1	0.89182296	0.602	0.1359979	0.08192321	11.92	ANO7L1	anoctamin 7 like 1 (pseudogene)
79363	1	0.08377431	0.323	-1.7291944	-0.55828383	81.75	CPLANE2	ciliogenesis and planar polarity effector complex subunit 2
54455	1	0.29566429	0.187	-1.0457764	-0.19597828	789.44	FBXO42	F-box protein 42
26099	1	0.36248276	0.2	-0.9106444	-0.18200887	351.9	SZRD1	SUZ RNA binding domain containing 1
374955	1	0.42916111	0.189	-0.790628	-0.14949757	223.11	SPATA21	spermatogenesis associated 21
55707	1	0.40265325	0.285	0.836892	0.23857978	427.42	NECAP2	NECAP endocytosis associated 2
107984921	1	0.3865622	0.402	0.8658686	0.34819899	205.3	LINC01772	long intergenic non-protein coding RNA 1772
114819	1	0.19385244	0.478	1.2992666	0.62084912	737.99	CROCCP3	CROCC pseudogene 3
26871	1	0.41771268	0.713	0.8103959	0.57750267	22743.05	RNU1-1	RNA, U1 small nuclear 1
55672	1	0.12955973	0.484	1.5158403	0.73382784	969.26	NBPF1	NBPF member 1
105376794	1	0.5553992	0.399	-0.589689	-0.23505729	416.38	LOC105376794	
84809	1	0.54733538	0.507	0.6017578	0.30497957	298.52	CROCCP2	CROCC pseudogene 2
11209	1	0.52184648	0.545	0.6405017	0.34897992	45.37	MST1P2	macrophage stimulating 1 pseudogene 2
107985736	1	0.81452905	0.474	0.2345873	0.11128876	21.8	LOC107985736	uncharacterized LOC107985736
26869	1	0.45685467	0.724	0.744036	0.53882683	19851.43	RNU1-3	RNA, U1 small nuclear 3
6060	1	0.00570467	0.748	2.7642905	2.06726034	16007.1	RNU1-4	RNA, U1 small nuclear 4
11223	1	0.83063802	0.435	0.2138834	0.09303631	31.6	MST1L	macrophage stimulating 1 like (pseudogene)
105376805	1	0.45428639	0.505	-0.7482881	-0.37765546	21.28	LOC105376805	uncharacterized LOC105376805
26870	1	0.0039042	0.786	2.8858003	2.26872444	13487.17	RNU1-2	RNA, U1 small nuclear 2
23400	1	0.65495795	0.173	0.4468852	0.07753126	1933.41	ATP13A2	ATPase cation transporting 13A2
11240	1	0.30167458	0.347	-1.032849	-0.35828667	2847.78	PADI2	peptidyl arginine deiminase 2
23569	1	0.44718626	0.641	0.7601143	0.48704086	14.42	PADI4	peptidyl arginine deiminase 4
55920	1	0.9082367	0.171	-0.115263	-0.01971544	731.76	RCC2	regulator of chromosome condensation 2
55160	1	0.49492944	0.324	0.6824896	0.22100655	683.5	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
101927876	1	0.57567819	0.596	0.5597086	0.33374029	10.47	LINC01654	long intergenic non-protein coding RNA 1654
84966	1	0.51487886	0.173	-0.6512597	-0.11285783	490.35	IGSF21	immunoglobin superfamily member 21
105376814	1	0.77025147	0.324	0.292046	0.09465243	89.23	IGSF21-AS1	IGSF21 antisense RNA 1
5081	1	0.57466065	0.38	-0.5612008	-0.21335874	55.34	PAX7	paired box 7
